gr.K;gr.1;gr.2;gr.3;cltype.small;cltype.reg;cltype.reg.A;hdeg.ASSOC;hdeg.BS.BA;hdeg.MS.MA.MEd;hdeg.MA.;hdeg.Ed.S;hdeg.Ed.D.Ph.D;clad.NOT;clad.APPR;clad.PROB;clad.PEND;clad.1;clad.2;clad.3;exp.p;read.p;math.p;ses.F;ses.N;schtype.inner;schtype.suburb;schtype.rural;schtype.urban;sx.M;sx.F;yrs.0;yrs.1;yrs.2;yrs.3
10653;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;557;556;1;0;0;0;1;0;1;0;0;0;1;0
10654;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;604;618;1;0;0;0;1;0;1;0;0;0;0;1
10655;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;593;582;0;1;0;0;1;0;0;1;0;0;1;0
10656;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;633;626;0;1;0;0;1;0;0;1;0;0;0;1
10657;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;459;520;0;1;0;0;1;0;1;0;0;1;0;0
10658;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;521;570;0;1;0;0;1;0;1;0;0;0;1;0
10659;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;414;434;0;1;0;0;1;0;1;0;1;0;0;0
10660;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;647;622;0;1;0;0;0;1;1;0;0;0;0;1
10661;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;436;456;1;0;1;0;0;0;1;0;0;1;0;0
10662;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;16;424;478;1;0;1;0;0;0;1;0;1;0;0;0
10663;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;27;474;479;1;0;1;0;0;0;1;0;0;1;0;0
10664;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;526;559;1;0;1;0;0;0;1;0;0;0;1;0
10665;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;12;578;620;1;0;1;0;0;0;1;0;0;0;0;1
10666;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;483;505;1;0;0;1;0;0;0;1;0;1;0;0
10667;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;27;542;512;1;0;0;1;0;0;0;1;0;0;1;0
10668;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;23;624;594;1;0;0;1;0;0;0;1;0;0;0;1
10669;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;414;412;0;1;0;0;1;0;0;1;1;0;0;0
10670;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;31;509;474;1;0;0;0;1;0;0;1;0;1;0;0
10671;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;12;595;565;0;1;0;0;1;0;0;1;0;0;0;1
10672;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;580;601;1;0;0;0;1;0;1;0;0;0;0;1
10673;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;4;608;577;0;1;0;1;0;0;1;0;0;0;1;0
10674;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;4;639;645;1;0;0;1;0;0;1;0;0;0;0;1
10675;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;463;513;0;1;0;0;1;0;1;0;1;0;0;0
10676;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;544;592;1;0;0;0;1;0;1;0;0;1;0;0
10677;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;618;648;0;1;0;0;1;0;1;0;0;0;1;0
10678;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;626;631;0;1;0;0;1;0;1;0;0;0;0;1
10679;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;12;422;506;0;1;0;0;1;0;1;0;1;0;0;0
10680;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;530;557;0;1;0;0;1;0;1;0;0;1;0;0
10681;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;571;648;0;1;0;0;1;0;1;0;0;0;1;0
10682;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;23;595;691;0;1;0;0;1;0;1;0;0;0;0;1
10683;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;407;429;1;0;0;0;1;0;1;0;1;0;0;0
10684;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;31;434;461;0;1;0;0;1;0;1;0;0;1;0;0
10685;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;631;620;1;0;1;0;0;0;1;0;0;0;0;1
10686;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;480;490;1;0;0;0;1;0;0;1;0;1;0;0
10687;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;421;468;1;0;0;0;1;0;0;1;1;0;0;0
10688;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;13;511;510;1;0;0;0;1;0;0;1;0;0;1;0
10689;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;461;536;0;1;0;0;1;0;1;0;1;0;0;0
10690;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;544;570;1;0;0;0;1;0;1;0;0;0;1;0
10691;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;600;570;1;0;0;1;0;0;0;1;0;0;0;1
10692;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;416;478;0;1;0;0;1;0;1;0;1;0;0;0
10693;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;490;523;0;1;0;0;1;0;1;0;0;1;0;0
10694;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;559;546;0;1;0;0;1;0;1;0;0;0;1;0
10695;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;618;577;0;1;0;0;1;0;1;0;0;0;0;1
10696;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;427;468;1;0;0;0;0;1;0;1;1;0;0;0
10697;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;448;486;1;0;0;0;0;1;0;1;0;1;0;0
10698;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;579;557;0;1;0;0;1;0;1;0;0;1;0;0
10699;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;32;591;590;0;1;0;0;1;0;1;0;0;0;1;0
10700;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;17;702;659;0;1;0;0;1;0;1;0;0;0;0;1
10701;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;411;478;1;0;1;0;0;0;0;1;1;0;0;0
10702;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;492;526;1;0;1;0;0;0;0;1;0;1;0;0
10703;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;17;463;454;1;0;0;0;1;0;1;0;0;1;0;0
10704;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;494;497;1;0;0;0;1;0;1;0;0;0;1;0
10705;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;5;413;468;1;0;0;0;0;1;1;0;1;0;0;0
10706;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;457;500;1;0;0;0;0;1;1;0;0;1;0;0
10707;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;16;516;535;1;0;0;0;1;0;1;0;0;1;0;0
10708;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;552;538;1;0;0;0;1;0;1;0;0;0;1;0
10709;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;21;588;593;1;0;0;0;1;0;1;0;0;0;0;1
10710;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;413;449;0;1;0;0;1;0;1;0;1;0;0;0
10711;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;472;481;0;1;0;0;1;0;1;0;0;1;0;0
10712;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;405;434;1;0;1;0;0;0;0;1;1;0;0;0
10713;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;10;450;490;1;0;1;0;0;0;0;1;0;1;0;0
10714;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;25;572;585;1;0;1;0;0;0;0;1;0;0;0;1
10715;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;391;454;0;1;1;0;0;0;0;1;1;0;0;0
10716;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;474;512;0;1;0;1;0;0;0;1;0;1;0;0
10717;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;416;484;1;0;0;0;1;0;1;0;1;0;0;0
10718;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;486;507;1;0;0;0;1;0;1;0;0;0;1;0
10719;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;411;484;0;1;0;0;1;0;1;0;1;0;0;0
10720;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;428;490;0;1;0;0;1;0;1;0;0;1;0;0
10721;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;458;484;0;1;0;0;1;0;1;0;1;0;0;0
10722;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;503;515;1;0;0;0;1;0;1;0;0;1;0;0
10723;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;593;570;0;1;0;0;1;0;1;0;0;0;1;0
10724;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;17;622;597;1;0;0;0;1;0;1;0;0;0;0;1
10725;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;514;502;1;0;0;0;1;0;0;1;0;1;0;0
10726;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;584;577;1;0;0;0;1;0;0;1;0;0;1;0
10727;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;17;593;608;1;0;0;0;1;0;0;1;0;0;0;1
10728;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;407;434;1;0;0;0;1;0;0;1;1;0;0;0
10729;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;8;439;459;0;1;0;0;1;0;1;0;1;0;0;0
10730;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;463;488;1;0;0;0;1;0;1;0;0;1;0;0
10731;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;588;579;1;0;0;0;1;0;1;0;0;0;1;0
10732;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;559;565;1;0;0;0;1;0;1;0;0;0;0;1
10733;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;550;545;1;0;1;0;0;0;1;0;0;0;1;0
10734;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;425;463;1;0;1;0;0;0;0;1;0;1;0;0
10735;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;604;601;0;1;0;1;0;0;0;1;0;1;0;0
10736;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;602;611;0;1;0;1;0;0;0;1;0;0;1;0
10737;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;22;421;478;1;0;1;0;0;0;1;0;1;0;0;0
10738;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;460;515;1;0;1;0;0;0;1;0;0;1;0;0
10739;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;12;382;418;1;0;0;0;1;0;1;0;1;0;0;0
10740;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;460;502;1;0;0;0;1;0;1;0;0;1;0;0
10741;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;428;434;0;1;0;0;1;0;0;1;1;0;0;0
10742;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;4;566;525;0;1;0;0;1;0;0;1;0;0;1;0
10743;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;16;580;588;0;1;0;0;1;0;0;1;0;0;0;1
10744;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;424;449;1;0;1;0;0;0;1;0;1;0;0;0
10745;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;555;531;1;0;1;0;0;0;1;0;0;0;1;0
10746;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;30;585;571;1;0;1;0;0;0;1;0;0;0;0;1
10747;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;437;484;1;0;0;0;1;0;1;0;1;0;0;0
10748;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;460;497;1;0;0;0;1;0;1;0;0;1;0;0
10749;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;442;559;1;0;0;1;0;0;0;1;1;0;0;0
10750;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;553;523;1;0;0;1;0;0;0;1;0;1;0;0
10751;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;593;616;1;0;0;0;0;1;0;1;0;0;0;1
10752;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;418;439;1;0;1;0;0;0;0;1;1;0;0;0
10753;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;13;447;484;0;1;0;0;1;0;0;1;1;0;0;0
10754;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;12;590;557;0;1;0;0;1;0;0;1;0;1;0;0
10755;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;6;588;596;0;1;0;0;1;0;0;1;0;0;1;0
10756;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;16;639;620;0;1;0;0;1;0;0;1;0;0;0;1
10757;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;13;427;463;0;1;0;1;0;0;0;1;1;0;0;0
10758;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;548;493;0;1;0;1;0;0;0;1;0;1;0;0
10759;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;10;545;541;0;1;0;1;0;0;0;1;0;0;1;0
10760;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;616;597;0;1;0;1;0;0;0;1;0;0;0;1
10761;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;558;578;1;0;0;1;0;0;1;0;0;1;0;0
10762;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;524;584;1;0;0;0;1;0;1;0;0;0;1;0
10763;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;490;459;0;1;0;0;1;0;1;0;1;0;0;0
10764;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;8;524;532;0;1;0;0;1;0;1;0;0;1;0;0
10765;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;591;584;0;1;0;0;1;0;1;0;0;0;1;0
10766;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;608;648;0;1;0;0;1;0;1;0;0;0;0;1
10767;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;533;529;1;0;0;0;1;0;0;1;0;1;0;0
10768;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;559;517;1;0;0;0;1;0;0;1;0;0;1;0
10769;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;24;543;577;1;0;0;0;1;0;0;1;0;0;0;1
10770;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;475;523;1;0;0;1;0;0;0;1;0;1;0;0
10771;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;554;535;1;0;0;1;0;0;0;1;0;0;1;0
10772;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;480;484;1;0;0;0;1;0;0;1;0;1;0;0
10773;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;22;600;655;0;1;0;1;0;0;1;0;0;0;0;1
10774;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;442;494;0;1;0;0;1;0;1;0;1;0;0;0
10775;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;20;544;510;0;1;0;0;1;0;1;0;0;1;0;0
10776;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;40;511;568;1;0;1;0;0;0;0;1;0;0;1;0
10777;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;390;439;1;0;1;0;0;0;0;1;1;0;0;0
10778;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;597;631;1;0;0;0;1;0;1;0;0;0;0;1
10779;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;10;584;577;1;0;1;0;0;0;0;1;0;0;1;0
10780;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;578;593;1;0;1;0;0;0;0;1;0;0;0;1
10781;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;10;434;513;0;1;0;0;1;0;1;0;1;0;0;0
10782;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;456;542;0;1;0;0;1;0;1;0;0;1;0;0
10783;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;451;500;0;1;0;0;1;0;1;0;1;0;0;0
10784;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2;604;584;0;1;0;0;1;0;1;0;0;1;0;0
10785;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;22;643;639;0;1;0;0;1;0;1;0;0;0;1;0
10786;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;10;657;691;0;1;0;0;1;0;1;0;0;0;0;1
10787;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;427;459;1;0;0;0;1;0;1;0;1;0;0;0
10788;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;445;495;1;0;0;0;1;0;1;0;0;1;0;0
10789;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;12;492;479;0;1;0;0;0;1;0;1;0;1;0;0
10790;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;586;530;0;1;0;0;0;1;1;0;0;0;1;0
10791;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;13;579;653;0;1;0;0;1;0;0;1;0;1;0;0
10792;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;20;618;615;0;1;0;0;1;0;0;1;0;0;1;0
10793;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;654;667;0;1;0;0;1;0;0;1;0;0;0;1
10794;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;651;627;0;1;0;0;1;0;0;1;0;1;0;0
10795;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;13;650;639;0;1;0;0;1;0;0;1;0;0;1;0
10796;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;661;667;0;1;0;0;1;0;0;1;0;0;0;1
10797;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;477;481;1;0;0;0;1;0;1;0;0;1;0;0
10798;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;545;538;1;0;0;0;1;0;1;0;0;0;1;0
10799;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;575;558;1;0;0;0;1;0;1;0;0;0;0;1
10800;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;425;454;1;0;0;0;1;0;0;1;1;0;0;0
10801;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;564;545;1;0;0;0;1;0;0;1;0;1;0;0
10802;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;15;555;582;1;0;0;0;1;0;1;0;0;0;0;1
10803;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;425;444;1;0;1;0;0;0;1;0;1;0;0;0
10804;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;553;488;0;1;0;0;0;1;0;1;0;1;0;0
10805;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;18;669;590;0;1;0;0;0;1;0;1;0;0;1;0
10806;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;36;675;618;0;1;0;0;0;1;0;1;0;0;0;1
10807;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;627;626;0;1;0;1;0;0;0;1;0;0;1;0
10808;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;680;678;0;1;0;1;0;0;0;1;0;0;0;1
10809;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;631;608;1;0;1;0;0;0;1;0;0;0;0;1
10810;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;521;535;1;0;0;1;0;0;0;1;0;0;1;0
10811;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;31;539;546;1;0;0;1;0;0;0;1;0;0;1;0
10812;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;611;648;1;0;0;0;1;0;0;1;0;0;1;0
10813;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;641;672;1;0;0;0;1;0;0;1;0;0;0;1
10814;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;481;500;1;0;0;0;1;0;0;1;0;0;1;0
10815;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;618;616;1;0;0;0;1;0;1;0;0;0;0;1
10816;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;505;512;0;1;1;0;0;0;1;0;0;0;1;0
10817;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;14;554;564;1;0;1;0;0;0;0;1;0;0;0;1
10818;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;15;575;620;0;1;0;1;0;0;1;0;0;0;1;0
10819;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;21;647;616;0;1;0;1;0;0;1;0;0;0;0;1
10820;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;16;599;597;0;1;0;1;0;0;1;0;0;0;0;1
10821;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;425;559;1;0;1;0;0;0;0;1;1;0;0;0
10822;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;35;412;449;1;0;1;0;0;0;0;1;0;1;0;0
10823;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;459;512;1;0;1;0;0;0;0;1;0;1;0;0
10824;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;427;513;0;1;0;0;1;0;0;1;1;0;0;0
10825;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;533;572;0;1;0;0;1;0;0;1;0;1;0;0
10826;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;641;642;0;1;0;0;1;0;0;1;0;0;0;1
10827;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;569;603;1;0;0;0;1;0;1;0;0;0;0;1
10828;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;35;448;486;1;0;1;0;0;0;1;0;0;1;0;0
10829;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;32;527;494;1;0;1;0;0;0;1;0;0;0;1;0
10830;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;559;544;1;0;1;0;0;0;1;0;0;0;0;1
10831;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;21;418;439;1;0;0;0;1;0;1;0;1;0;0;0
10832;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;19;485;490;1;0;0;1;0;0;0;1;0;1;0;0
10833;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;18;515;514;1;0;0;1;0;0;0;1;0;0;1;0
10834;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;514;510;1;0;0;0;1;0;1;0;0;1;0;0
10835;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;562;559;1;0;0;0;1;0;1;0;0;0;1;0
10836;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;585;585;1;0;0;0;1;0;1;0;0;0;0;1
10837;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;571;549;1;0;0;0;1;0;0;1;0;1;0;0
10838;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;456;500;1;0;1;0;0;0;1;0;0;1;0;0
10839;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14;564;577;1;0;1;0;0;0;1;0;0;0;1;0
10840;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;33;593;586;1;0;1;0;0;0;1;0;0;0;0;1
